symbol	definition_file	reference_file	reference_line	reference_kind
nskk--romaji-buffer	nskk-state.el	nskk-tutorial.el	991	mutation
nskk--romaji-buffer	nskk-state.el	nskk.el	615	read
nskk--romaji-table	nskk-converter.el	nskk-azik.el	253	read
nskk--romaji-table	nskk-converter.el	nskk-azik.el	283	read
nskk--romaji-table	nskk-converter.el	nskk-azik.el	302	read
nskk--romaji-table	nskk-converter.el	nskk-azik.el	311	read
nskk--romaji-table	nskk-converter.el	nskk-azik.el	313	read
nskk--romaji-table	nskk-converter.el	nskk-azik.el	506	read
nskk--romaji-table	nskk-converter.el	nskk-azik.el	518	read
nskk--romaji-table	nskk-converter.el	nskk-input.el	323	read
nskk--romaji-table	nskk-converter.el	nskk-input.el	977	read
nskk--search-cache-snapshots	nskk-search.el	nskk-dictionary.el	1513	read
nskk--search-cache-snapshots	nskk-search.el	nskk-dictionary.el	1514	read
nskk--search-restore-cache-snapshot	nskk-search.el	nskk-dictionary.el	1516	read
nskk--search-restore-cache-snapshot	nskk-search.el	nskk-dictionary.el	1517	read
nskk--set-conversion-start-marker	nskk-henkan.el	nskk-input.el	104	read
nskk--set-conversion-start-marker	nskk-henkan.el	nskk-input.el	246	read
nskk--set-conversion-start-marker	nskk-henkan.el	nskk-input.el	487	mutation
nskk--set-mode	nskk-input.el	nskk-henkan.el	147	read
nskk--set-mode	nskk-input.el	nskk-henkan.el	1706	read
nskk--set-mode	nskk-input.el	nskk-tutorial.el	69	read
nskk--set-mode	nskk-input.el	nskk-tutorial.el	989	mutation
nskk--show-mode-hide	nskk-show-mode.el	nskk.el	369	read
nskk--show-mode-hide	nskk-show-mode.el	nskk.el	370	read
nskk--show-mode-hide	nskk-show-mode.el	nskk.el	485	read
nskk--show-mode-hide	nskk-show-mode.el	nskk.el	486	mutation
nskk--show-mode-overlay	nskk-show-mode.el	nskk.el	411	reflection
nskk--show-mode-timer	nskk-show-mode.el	nskk.el	411	reflection
nskk--show-pending-romaji	nskk-henkan.el	nskk-input.el	119	read
nskk--show-pending-romaji	nskk-henkan.el	nskk-input.el	522	read
nskk--show-pending-romaji	nskk-henkan.el	nskk-input.el	557	read
nskk--show-pending-romaji	nskk-henkan.el	nskk-keymap.el	136	read
nskk--show-pending-romaji	nskk-henkan.el	nskk-keymap.el	663	read
nskk--state-prolog-initialized	nskk-state.el	nskk-tutorial.el	647	read
nskk--sticky-shift-pending	nskk-input.el	nskk-henkan.el	290	read
nskk--sticky-shift-pending	nskk-input.el	nskk-henkan.el	662	read
nskk--sticky-shift-pending	nskk-input.el	nskk-henkan.el	1311	read
nskk--system-dict-index	nskk-dictionary.el	nskk-tutorial.el	633	read
nskk--system-dict-index	nskk-dictionary.el	nskk-tutorial.el	667	read
nskk--trigger-okuri-conversion	nskk-henkan.el	nskk-input.el	103	read
nskk--trigger-okuri-conversion	nskk-henkan.el	nskk-input.el	500	read
nskk--trigger-okuri-conversion	nskk-henkan.el	nskk-input.el	576	read
nskk--user-dict-index	nskk-dictionary.el	nskk-tutorial.el	632	read
nskk--user-dict-index	nskk-dictionary.el	nskk-tutorial.el	666	mutation
